user_id,age,gender,relationship_to_receiver,occasion,budget,interests,receiver_personality,receiver_age_group,gift_type,gift_name,product_price,rating,is_top_selling,small_business,relationship_closeness,giver_preference_style,gift_meaningfulness
3068,18,Female,Teacher,Festival,3147,Books,Creative,Senior,Personalized Gift,Name Printed Mug,3377,4,Yes,Yes,neutral,sentimental,High
3069,34,Female,Family,Festival,2705,Gaming,Emotional,Adult,Toy,Remote Car,2563,1,No,Yes,close,fun,High
3070,27,Male,Partner,Birthday,1655,Books,Extrovert,Senior,Book,Self-help Book,1883,4,Yes,Yes,very close,practical,High
3071,48,Female,Family,Farewell,999,Books,Creative,Senior,Book,Self-help Book,1131,5,Yes,Yes,very close,practical,High
3072,50,Female,Teacher,Valentine's Day,1813,Travel,Extrovert,Child,Book,Fiction Novel,1937,5,Yes,No,distant,practical,Low
3073,59,Female,Colleague,Farewell,3896,Music,Extrovert,Teen,Handmade Craft,Clay Art Pot,3900,2,Yes,Yes,neutral,sentimental,High
3074,40,Male,Friend,Graduation,3549,Music,Extrovert,Adult,Home Decor,Wall Art Frame,3836,5,No,Yes,close,luxury,Medium
3075,59,Male,Family,Graduation,4566,Fitness,Extrovert,Senior,Toy,Remote Car,4551,1,No,Yes,close,fun,Medium
3076,19,Female,Colleague,Farewell,1764,Travel,Emotional,Teen,Home Decor,Aroma Diffuser,1763,5,No,No,neutral,luxury,Medium
3077,27,Female,Friend,Farewell,2881,Fashion,Extrovert,Teen,Fashion Item,Wrist Watch,3057,1,No,Yes,neutral,luxury,Low
3078,28,Female,Colleague,Valentine's Day,2471,Gaming,Extrovert,Child,Book,Science Guide,2694,1,No,Yes,distant,practical,Low
3079,50,Male,Friend,Birthday,1893,Gaming,Emotional,Child,Grooming Set,Perfume Set,1902,3,No,No,close,practical,High
3080,21,Female,Teacher,Valentine's Day,3973,Art,Creative,Child,Handmade Craft,Clay Art Pot,4008,5,Yes,Yes,distant,sentimental,High
3081,42,Female,Teacher,Festival,2778,Travel,Emotional,Adult,Handmade Craft,Customized Keychain,2540,5,Yes,No,neutral,sentimental,High
3082,32,Male,Teacher,Valentine's Day,402,Gaming,Practical,Adult,Toy,Puzzle Game,640,2,No,Yes,neutral,fun,High
3083,27,Female,Partner,Graduation,2423,Fashion,Extrovert,Child,Accessory,Bracelet,2721,1,Yes,Yes,very close,fun,High
3084,19,Female,Family,Anniversary,2356,Books,Creative,Child,Grooming Set,Skincare Kit,2348,3,Yes,Yes,very close,practical,High
3085,20,Male,Friend,Birthday,2391,Music,Emotional,Child,Grooming Set,Beard Grooming Kit,2122,4,No,No,close,practical,High
3086,23,Female,Family,Festival,4540,Art,Introvert,Teen,Book,Self-help Book,4690,1,No,No,very close,practical,High
3087,50,Female,Colleague,Anniversary,4185,Fitness,Introvert,Child,Handmade Craft,Customized Keychain,4113,3,Yes,Yes,neutral,sentimental,Medium
3088,60,Male,Family,Farewell,3265,Travel,Emotional,Senior,Accessory,Bracelet,3469,4,No,No,close,fun,Low
3089,18,Male,Teacher,Graduation,986,Tech,Emotional,Adult,Home Decor,Wall Art Frame,1017,2,Yes,Yes,neutral,luxury,Medium
3090,20,Female,Colleague,Festival,4445,Music,Creative,Child,Grooming Set,Beard Grooming Kit,4721,1,No,No,neutral,practical,Low
3091,42,Male,Colleague,Festival,4618,Books,Practical,Senior,Handmade Craft,Handmade Greeting Card,4837,5,No,No,distant,sentimental,Medium
3092,42,Female,Teacher,Festival,1386,Art,Introvert,Child,Book,Fiction Novel,1670,3,No,Yes,distant,practical,Low
3093,33,Male,Colleague,Graduation,2510,Gaming,Introvert,Adult,Handmade Craft,Handmade Greeting Card,2770,5,Yes,No,neutral,sentimental,High
3094,26,Female,Friend,Valentine's Day,4824,Tech,Practical,Teen,Handmade Craft,Clay Art Pot,4757,2,Yes,No,neutral,sentimental,High
3095,30,Female,Family,Anniversary,2390,Music,Creative,Child,Toy,Soft Toy,2614,4,Yes,No,close,fun,Medium
3096,38,Female,Friend,Valentine's Day,4251,Books,Introvert,Child,Accessory,Neck Chain,4459,5,Yes,Yes,close,fun,High
3097,36,Female,Friend,Birthday,1631,Fashion,Introvert,Adult,Home Decor,Wall Art Frame,1755,5,No,No,close,luxury,Low
3098,44,Female,Family,Birthday,1328,Art,Extrovert,Child,Home Decor,Wall Art Frame,1267,1,Yes,Yes,very close,luxury,High
3099,36,Female,Colleague,Birthday,710,Art,Creative,Child,Toy,Soft Toy,872,3,No,Yes,distant,fun,Low
3100,28,Female,Teacher,Graduation,2175,Fashion,Introvert,Senior,Handmade Craft,Clay Art Pot,2286,2,No,Yes,distant,sentimental,High
3101,22,Female,Teacher,Farewell,2112,Gaming,Extrovert,Senior,Grooming Set,Beard Grooming Kit,1897,5,Yes,No,distant,practical,Low
3102,41,Female,Friend,Graduation,1328,Fitness,Extrovert,Senior,Grooming Set,Perfume Set,1401,5,Yes,No,neutral,practical,Medium
3103,19,Male,Partner,Anniversary,2395,Books,Creative,Child,Handmade Craft,Handmade Greeting Card,2151,5,Yes,Yes,very close,sentimental,Medium
3104,52,Male,Family,Graduation,1949,Fitness,Creative,Teen,Personalized Gift,Customized Photo Frame,1694,3,Yes,No,close,sentimental,High
3105,36,Female,Friend,Farewell,2976,Art,Practical,Teen,Fashion Item,Scarf,2765,5,No,No,close,luxury,Medium
3106,57,Female,Partner,Farewell,246,Home Decor,Creative,Teen,Fashion Item,Wallet,331,4,Yes,Yes,very close,luxury,Medium
3107,56,Female,Family,Anniversary,1020,Home Decor,Emotional,Child,Personalized Gift,Engraved Pen,1110,2,No,Yes,very close,sentimental,High
3108,44,Female,Family,Birthday,1328,Art,Extrovert,Child,Home Decor,Wall Art Frame,1267,1,Yes,Yes,very close,luxury,High
3109,24,Male,Family,Graduation,3060,Fashion,Creative,Teen,Handmade Craft,Handcrafted Candle,2807,3,No,Yes,close,sentimental,Medium
3110,25,Female,Family,Graduation,4981,Travel,Emotional,Senior,Fashion Item,Stylish T-shirt,4905,4,Yes,Yes,close,luxury,Medium
3111,49,Female,Teacher,Farewell,1610,Home Decor,Introvert,Child,Handmade Craft,Handmade Greeting Card,1644,3,No,Yes,distant,sentimental,High
3112,58,Female,Friend,Farewell,3779,Gaming,Introvert,Adult,Grooming Set,Skincare Kit,3666,1,No,No,neutral,practical,Low
3113,47,Male,Colleague,Anniversary,710,Tech,Emotional,Senior,Fashion Item,Scarf,434,2,Yes,Yes,distant,luxury,Medium
3114,37,Female,Partner,Farewell,1455,Travel,Practical,Child,Grooming Set,Skincare Kit,1749,3,Yes,Yes,very close,practical,Medium
3115,40,Female,Partner,Valentine's Day,4490,Home Decor,Practical,Senior,Fashion Item,Wrist Watch,4585,5,No,No,very close,luxury,High
3116,39,Female,Family,Anniversary,4842,Fashion,Introvert,Teen,Handmade Craft,Handmade Greeting Card,4619,2,No,Yes,close,sentimental,Medium
3117,18,Female,Teacher,Valentine's Day,3429,Gaming,Emotional,Senior,Fashion Item,Wrist Watch,3334,1,Yes,Yes,neutral,luxury,Medium
3118,46,Male,Colleague,Farewell,343,Books,Creative,Adult,Home Decor,Wall Art Frame,526,1,No,No,distant,luxury,Low
3119,43,Female,Teacher,Valentine's Day,1213,Travel,Practical,Adult,Personalized Gift,Name Printed Mug,1017,3,Yes,Yes,neutral,sentimental,Medium
3120,60,Female,Colleague,Birthday,2407,Music,Extrovert,Senior,Grooming Set,Skincare Kit,2629,1,No,No,neutral,practical,Low
3121,53,Male,Colleague,Valentine's Day,318,Fashion,Emotional,Senior,Handmade Craft,Handcrafted Candle,332,1,No,Yes,neutral,sentimental,Medium
3122,28,Female,Partner,Graduation,1674,Fitness,Introvert,Teen,Home Decor,Wall Art Frame,1479,4,Yes,No,very close,luxury,High
3123,30,Female,Family,Farewell,4613,Tech,Creative,Child,Book,Fiction Novel,4347,2,Yes,Yes,very close,practical,High
3124,39,Female,Friend,Farewell,632,Home Decor,Creative,Child,Book,Science Guide,787,1,No,No,close,practical,Medium
3125,37,Male,Colleague,Festival,3808,Home Decor,Practical,Teen,Electronics,Portable Speaker,3565,2,No,No,neutral,practical,Low
3126,39,Female,Teacher,Anniversary,3440,Art,Practical,Senior,Fashion Item,Stylish T-shirt,3571,3,No,No,neutral,luxury,Medium
3127,39,Female,Colleague,Festival,662,Fashion,Introvert,Senior,Personalized Gift,Engraved Pen,760,2,Yes,No,neutral,sentimental,High
3128,57,Male,Colleague,Birthday,719,Travel,Extrovert,Teen,Home Decor,Aroma Diffuser,911,5,No,Yes,distant,luxury,Low
3129,19,Male,Teacher,Birthday,2950,Gaming,Creative,Child,Accessory,Neck Chain,2963,5,No,No,distant,fun,Low
3130,23,Male,Friend,Birthday,4603,Art,Introvert,Child,Personalized Gift,Name Printed Mug,4492,1,Yes,No,close,sentimental,High
3131,49,Female,Friend,Valentine's Day,2200,Art,Creative,Senior,Personalized Gift,Name Printed Mug,2432,4,No,Yes,neutral,sentimental,High
3132,18,Male,Partner,Anniversary,511,Art,Practical,Teen,Grooming Set,Skincare Kit,466,4,No,Yes,very close,practical,Medium
3133,51,Female,Partner,Graduation,4593,Fashion,Creative,Senior,Toy,Soft Toy,4468,1,Yes,Yes,very close,fun,High
3134,41,Female,Partner,Anniversary,3623,Travel,Emotional,Child,Book,Motivational Book,3864,2,Yes,No,very close,practical,High
3135,31,Male,Family,Festival,3818,Art,Introvert,Child,Toy,Remote Car,3568,5,No,No,close,fun,Medium
3136,56,Female,Colleague,Graduation,1694,Music,Practical,Senior,Personalized Gift,Customized Photo Frame,1641,3,No,Yes,distant,sentimental,High
3137,54,Female,Colleague,Farewell,2612,Gaming,Practical,Adult,Handmade Craft,Clay Art Pot,2712,1,Yes,No,distant,sentimental,Medium
3138,54,Male,Colleague,Anniversary,1150,Music,Emotional,Child,Home Decor,Mini Indoor Plant,1056,2,Yes,Yes,distant,luxury,Low
3139,19,Male,Friend,Farewell,235,Home Decor,Emotional,Teen,Fashion Item,Wallet,217,1,No,Yes,neutral,luxury,Low
3140,39,Male,Partner,Valentine's Day,994,Tech,Creative,Adult,Book,Self-help Book,1185,1,No,Yes,very close,practical,High
3141,58,Male,Family,Graduation,276,Travel,Introvert,Child,Accessory,Neck Chain,476,2,No,Yes,close,fun,High
3142,55,Female,Friend,Farewell,611,Tech,Introvert,Adult,Home Decor,Aroma Diffuser,533,1,No,No,neutral,luxury,Medium
3143,36,Male,Friend,Graduation,2361,Books,Extrovert,Child,Book,Science Guide,2092,5,Yes,No,neutral,practical,High
3144,36,Male,Friend,Valentine's Day,878,Art,Introvert,Child,Fashion Item,Stylish T-shirt,691,2,Yes,Yes,close,luxury,High
3145,22,Female,Teacher,Farewell,2112,Gaming,Extrovert,Senior,Grooming Set,Beard Grooming Kit,1897,5,Yes,No,distant,practical,Low
3146,46,Male,Teacher,Valentine's Day,4870,Art,Introvert,Teen,Grooming Set,Skincare Kit,4768,2,Yes,Yes,neutral,practical,Medium
3147,45,Female,Colleague,Festival,3581,Fitness,Introvert,Child,Grooming Set,Beard Grooming Kit,3563,1,Yes,No,neutral,practical,Medium
3148,23,Male,Teacher,Festival,603,Music,Emotional,Adult,Book,Science Guide,547,2,Yes,No,distant,practical,Low
3149,27,Female,Teacher,Graduation,1427,Art,Emotional,Teen,Toy,Remote Car,1129,2,Yes,Yes,neutral,fun,Medium
3150,27,Male,Friend,Birthday,2207,Home Decor,Practical,Teen,Fashion Item,Scarf,2234,5,Yes,No,close,luxury,Medium
3151,33,Female,Teacher,Valentine's Day,1341,Home Decor,Extrovert,Teen,Accessory,Neck Chain,1282,4,No,No,neutral,fun,Low
3152,25,Male,Teacher,Graduation,2414,Home Decor,Extrovert,Child,Fashion Item,Scarf,2303,4,No,Yes,distant,luxury,Low
3153,37,Male,Colleague,Graduation,2288,Fitness,Emotional,Senior,Electronics,LED Table Lamp,2002,4,Yes,Yes,neutral,practical,Medium
3154,41,Male,Friend,Birthday,2109,Home Decor,Introvert,Child,Personalized Gift,Name Printed Mug,2189,5,No,No,close,sentimental,High
3155,58,Male,Friend,Anniversary,2025,Tech,Creative,Adult,Electronics,Smart Watch,1826,4,No,No,neutral,practical,High
3156,43,Female,Partner,Graduation,2815,Books,Creative,Adult,Book,Motivational Book,2882,1,Yes,Yes,very close,practical,High
3157,51,Male,Friend,Festival,3332,Art,Creative,Child,Book,Fiction Novel,3502,3,No,No,close,practical,Medium
3158,49,Male,Family,Anniversary,4020,Fitness,Introvert,Adult,Toy,Soft Toy,4256,2,No,Yes,close,fun,High
3159,24,Male,Family,Birthday,4878,Books,Introvert,Teen,Home Decor,Wall Art Frame,4799,2,No,No,very close,luxury,Medium
3160,24,Female,Family,Farewell,723,Home Decor,Extrovert,Child,Home Decor,Mini Indoor Plant,673,4,No,No,close,luxury,High
3161,21,Female,Family,Farewell,3993,Music,Creative,Teen,Home Decor,Mini Indoor Plant,3913,2,No,Yes,close,luxury,Medium
3162,36,Male,Friend,Festival,4496,Fitness,Creative,Adult,Grooming Set,Skincare Kit,4262,3,No,No,neutral,practical,High
3163,37,Female,Friend,Birthday,1690,Home Decor,Creative,Teen,Toy,LEGO Set,1705,4,Yes,Yes,close,fun,High
3164,35,Female,Partner,Farewell,3007,Gaming,Introvert,Senior,Fashion Item,Wallet,3219,5,No,Yes,very close,luxury,High
3165,26,Female,Teacher,Graduation,4220,Home Decor,Introvert,Adult,Toy,Soft Toy,3952,5,No,No,neutral,fun,Medium
3166,58,Male,Partner,Valentine's Day,2467,Gaming,Extrovert,Teen,Grooming Set,Perfume Set,2170,3,Yes,Yes,very close,practical,High
3167,37,Female,Colleague,Farewell,4340,Tech,Extrovert,Senior,Electronics,Fitness Band,4399,4,Yes,No,neutral,practical,High
3168,54,Female,Friend,Festival,4798,Art,Creative,Teen,Accessory,Neck Chain,4606,1,No,Yes,close,fun,Medium
3169,42,Female,Partner,Farewell,311,Fashion,Creative,Adult,Personalized Gift,Customized Photo Frame,413,3,No,Yes,very close,sentimental,High
3170,18,Female,Friend,Anniversary,583,Tech,Emotional,Adult,Handmade Craft,Clay Art Pot,678,2,Yes,Yes,neutral,sentimental,High
3171,27,Female,Friend,Farewell,2881,Fashion,Extrovert,Teen,Fashion Item,Wrist Watch,3057,1,No,Yes,neutral,luxury,Low
3172,25,Female,Family,Birthday,4091,Travel,Practical,Child,Fashion Item,Scarf,3987,1,No,No,very close,luxury,Medium
3173,46,Male,Teacher,Graduation,3855,Fashion,Creative,Teen,Fashion Item,Stylish T-shirt,3700,4,No,No,distant,luxury,Low
3174,54,Female,Colleague,Anniversary,1349,Art,Introvert,Adult,Electronics,Smart Watch,1103,1,No,No,distant,practical,Low
3175,46,Male,Family,Farewell,2458,Gaming,Practical,Senior,Home Decor,Wall Art Frame,2289,4,No,No,close,luxury,Medium
3176,53,Male,Friend,Farewell,3237,Fitness,Creative,Adult,Accessory,Neck Chain,3288,2,Yes,Yes,close,fun,Low
3177,41,Male,Friend,Festival,3031,Books,Extrovert,Senior,Handmade Craft,Customized Keychain,3112,2,Yes,Yes,neutral,sentimental,High
3178,27,Female,Colleague,Farewell,2956,Fitness,Practical,Adult,Home Decor,Wall Art Frame,2661,3,No,No,neutral,luxury,High
3179,60,Male,Colleague,Farewell,3218,Tech,Practical,Adult,Accessory,Sunglasses,2932,2,No,Yes,neutral,fun,Medium
3180,23,Male,Family,Graduation,2089,Travel,Introvert,Teen,Accessory,Sunglasses,1980,2,No,No,close,fun,High
3181,35,Male,Colleague,Festival,4446,Home Decor,Extrovert,Child,Toy,Puzzle Game,4526,5,Yes,Yes,distant,fun,Low
3182,25,Male,Colleague,Farewell,3275,Fashion,Emotional,Adult,Personalized Gift,Engraved Pen,3145,3,Yes,Yes,distant,sentimental,High
3183,28,Female,Friend,Farewell,555,Books,Creative,Teen,Handmade Craft,Clay Art Pot,444,4,No,No,close,sentimental,Medium
3184,32,Female,Friend,Birthday,4129,Gaming,Emotional,Senior,Book,Science Guide,4426,4,No,No,neutral,practical,Low
3185,45,Male,Partner,Valentine's Day,4566,Music,Emotional,Senior,Accessory,Neck Chain,4777,3,Yes,Yes,very close,fun,High
3186,34,Female,Family,Festival,4388,Tech,Extrovert,Teen,Grooming Set,Skincare Kit,4283,2,Yes,Yes,close,practical,Low
3187,54,Female,Family,Graduation,409,Gaming,Creative,Adult,Home Decor,Wall Art Frame,404,1,No,Yes,very close,luxury,High
3188,23,Female,Family,Anniversary,2645,Gaming,Creative,Teen,Grooming Set,Beard Grooming Kit,2368,5,Yes,Yes,very close,practical,High
3189,32,Male,Friend,Birthday,2589,Home Decor,Creative,Child,Home Decor,Mini Indoor Plant,2601,1,No,Yes,close,luxury,Low
3190,41,Female,Friend,Graduation,4461,Travel,Practical,Adult,Fashion Item,Wrist Watch,4565,2,No,No,neutral,luxury,Low
3191,60,Female,Colleague,Anniversary,458,Music,Extrovert,Child,Accessory,Cap,513,4,Yes,Yes,neutral,fun,High
3192,52,Female,Family,Festival,1289,Fashion,Introvert,Child,Personalized Gift,Engraved Pen,1548,1,No,No,close,sentimental,High
3193,51,Male,Teacher,Valentine's Day,3476,Home Decor,Emotional,Child,Fashion Item,Wrist Watch,3576,4,Yes,Yes,distant,luxury,Low
3194,28,Male,Partner,Anniversary,3556,Fitness,Introvert,Adult,Grooming Set,Skincare Kit,3541,5,No,No,very close,practical,Medium
3195,31,Female,Partner,Birthday,697,Travel,Practical,Adult,Book,Fiction Novel,922,2,Yes,Yes,very close,practical,Medium
3196,32,Male,Friend,Birthday,2589,Home Decor,Creative,Child,Home Decor,Mini Indoor Plant,2601,1,No,Yes,neutral,luxury,High
3197,28,Male,Colleague,Farewell,1689,Fitness,Introvert,Senior,Home Decor,Mini Indoor Plant,1911,2,Yes,No,distant,luxury,Low
3198,54,Female,Friend,Graduation,4769,Tech,Practical,Adult,Fashion Item,Wrist Watch,4606,3,Yes,Yes,neutral,luxury,Low
3199,40,Female,Teacher,Festival,3629,Gaming,Creative,Senior,Fashion Item,Stylish T-shirt,3848,5,No,Yes,neutral,luxury,Medium
3200,49,Male,Friend,Festival,4688,Home Decor,Introvert,Child,Grooming Set,Beard Grooming Kit,4480,5,No,No,close,practical,Medium
3201,23,Female,Partner,Anniversary,2297,Tech,Practical,Senior,Handmade Craft,Handcrafted Candle,2422,5,Yes,No,very close,sentimental,High
3202,26,Female,Friend,Farewell,2880,Books,Creative,Senior,Accessory,Cap,3108,3,Yes,No,neutral,fun,High
3203,44,Female,Family,Farewell,3386,Fitness,Emotional,Senior,Grooming Set,Skincare Kit,3093,2,Yes,No,very close,practical,High
3204,45,Female,Family,Valentine's Day,402,Music,Emotional,Child,Grooming Set,Perfume Set,377,5,No,No,very close,practical,High
3205,41,Male,Friend,Birthday,2109,Home Decor,Introvert,Child,Personalized Gift,Name Printed Mug,2189,5,No,No,neutral,sentimental,High
3206,20,Female,Colleague,Farewell,4967,Fashion,Introvert,Child,Book,Self-help Book,4955,1,Yes,No,neutral,practical,Low
3207,32,Female,Teacher,Anniversary,3075,Art,Creative,Teen,Fashion Item,Stylish T-shirt,2960,1,No,Yes,neutral,luxury,High
3208,36,Male,Colleague,Farewell,4108,Tech,Creative,Child,Electronics,Smart Watch,3836,2,Yes,Yes,neutral,practical,Medium
3209,48,Female,Partner,Birthday,2969,Books,Creative,Teen,Accessory,Sunglasses,2847,1,No,Yes,very close,fun,Medium
3210,40,Female,Friend,Anniversary,1442,Tech,Creative,Child,Book,Science Guide,1198,1,Yes,Yes,neutral,practical,Low
3211,54,Female,Family,Farewell,4059,Fitness,Introvert,Child,Fashion Item,Sling Bag,4227,2,No,No,very close,luxury,High
3212,52,Female,Partner,Festival,2433,Gaming,Creative,Adult,Fashion Item,Sling Bag,2552,3,Yes,No,very close,luxury,High
3213,43,Male,Friend,Festival,4700,Gaming,Creative,Adult,Home Decor,Mini Indoor Plant,4621,3,No,Yes,close,luxury,Low
3214,48,Female,Teacher,Anniversary,1923,Books,Creative,Senior,Accessory,Sunglasses,2011,2,Yes,No,neutral,fun,Low
3215,54,Female,Friend,Graduation,4769,Tech,Practical,Adult,Fashion Item,Wrist Watch,4606,3,Yes,Yes,close,luxury,Medium
3216,37,Female,Partner,Farewell,1455,Travel,Practical,Child,Grooming Set,Skincare Kit,1749,3,Yes,Yes,very close,practical,Medium
3217,50,Female,Colleague,Anniversary,366,Art,Extrovert,Senior,Grooming Set,Beard Grooming Kit,536,5,No,No,neutral,practical,Medium
3218,26,Female,Friend,Valentine's Day,4824,Tech,Practical,Teen,Handmade Craft,Clay Art Pot,4757,2,Yes,No,close,sentimental,Medium
3219,46,Female,Colleague,Anniversary,4002,Travel,Emotional,Adult,Electronics,Portable Speaker,4277,4,No,Yes,distant,practical,Medium
3220,19,Female,Partner,Birthday,4671,Gaming,Emotional,Teen,Home Decor,Mini Indoor Plant,4408,1,No,No,very close,luxury,High
3221,44,Male,Colleague,Valentine's Day,3634,Art,Introvert,Teen,Accessory,Neck Chain,3479,1,No,No,neutral,fun,High
3222,18,Female,Family,Festival,2545,Books,Introvert,Adult,Personalized Gift,Customized Photo Frame,2506,2,No,No,close,sentimental,High
3223,38,Female,Teacher,Valentine's Day,581,Books,Introvert,Child,Personalized Gift,Engraved Pen,539,1,No,Yes,distant,sentimental,High
3224,27,Female,Friend,Farewell,4657,Home Decor,Introvert,Child,Grooming Set,Skincare Kit,4668,2,Yes,No,close,practical,Low
3225,43,Female,Colleague,Valentine's Day,2486,Gaming,Practical,Senior,Fashion Item,Scarf,2596,1,Yes,Yes,neutral,luxury,High
3226,28,Female,Colleague,Graduation,2454,Gaming,Introvert,Child,Fashion Item,Sling Bag,2506,5,No,Yes,neutral,luxury,High
3227,30,Female,Friend,Valentine's Day,1649,Books,Creative,Adult,Fashion Item,Sling Bag,1718,1,Yes,No,close,luxury,Low
3228,23,Female,Teacher,Anniversary,1529,Art,Introvert,Adult,Accessory,Neck Chain,1521,5,No,No,neutral,fun,High
3229,47,Female,Colleague,Valentine's Day,4887,Gaming,Extrovert,Child,Fashion Item,Wallet,4664,4,Yes,Yes,distant,luxury,Low
3230,39,Male,Teacher,Birthday,1077,Fashion,Creative,Adult,Fashion Item,Wallet,1097,5,No,Yes,distant,luxury,Low
3231,38,Male,Teacher,Anniversary,4501,Gaming,Extrovert,Teen,Handmade Craft,Handcrafted Candle,4296,5,Yes,No,neutral,sentimental,High
3232,48,Female,Colleague,Graduation,3007,Gaming,Emotional,Teen,Personalized Gift,Name Printed Mug,2952,2,Yes,No,distant,sentimental,Medium
3233,54,Female,Friend,Graduation,2493,Home Decor,Introvert,Teen,Handmade Craft,Handmade Greeting Card,2222,2,Yes,No,neutral,sentimental,High
3234,50,Female,Family,Valentine's Day,3925,Home Decor,Creative,Child,Accessory,Sunglasses,3886,5,Yes,No,very close,fun,Medium
3235,49,Female,Friend,Graduation,3063,Travel,Practical,Adult,Home Decor,Aroma Diffuser,2814,3,Yes,No,neutral,luxury,High
3236,35,Female,Family,Anniversary,2995,Fitness,Extrovert,Child,Electronics,LED Table Lamp,2764,5,Yes,No,close,practical,Low
3237,24,Male,Family,Valentine's Day,3901,Gaming,Creative,Child,Book,Self-help Book,3896,4,Yes,No,very close,practical,Medium
3238,32,Female,Family,Farewell,1511,Books,Extrovert,Senior,Book,Fiction Novel,1698,4,Yes,Yes,very close,practical,High
3239,57,Female,Family,Graduation,800,Music,Emotional,Teen,Fashion Item,Wallet,984,5,No,No,very close,luxury,High
3240,48,Female,Teacher,Anniversary,1923,Books,Creative,Senior,Accessory,Sunglasses,2011,2,Yes,No,neutral,fun,Medium
3241,60,Female,Family,Birthday,1673,Gaming,Emotional,Senior,Personalized Gift,Engraved Pen,1779,3,No,Yes,very close,sentimental,Medium
3242,57,Female,Friend,Graduation,2292,Tech,Emotional,Child,Home Decor,Aroma Diffuser,2095,3,Yes,No,close,luxury,High
3243,45,Female,Family,Valentine's Day,4045,Books,Introvert,Senior,Toy,Puzzle Game,4112,1,Yes,No,very close,fun,Medium
3244,25,Female,Colleague,Farewell,3455,Art,Creative,Senior,Toy,Puzzle Game,3182,1,No,Yes,neutral,fun,High
3245,41,Female,Teacher,Anniversary,3961,Music,Extrovert,Teen,Grooming Set,Skincare Kit,4000,4,No,No,neutral,practical,High
3246,31,Male,Partner,Farewell,3491,Art,Introvert,Senior,Fashion Item,Wrist Watch,3471,2,Yes,No,very close,luxury,High
3247,20,Male,Teacher,Birthday,4702,Gaming,Emotional,Child,Home Decor,Wall Art Frame,4409,2,Yes,No,neutral,luxury,Medium
3248,23,Male,Friend,Birthday,4603,Art,Introvert,Child,Personalized Gift,Name Printed Mug,4492,1,Yes,No,neutral,sentimental,High
3249,41,Female,Teacher,Festival,2621,Gaming,Practical,Child,Grooming Set,Perfume Set,2487,1,No,No,neutral,practical,Medium
3250,37,Female,Family,Valentine's Day,4607,Art,Creative,Child,Grooming Set,Skincare Kit,4820,5,No,Yes,close,practical,Low
3251,22,Female,Colleague,Birthday,1921,Fashion,Introvert,Senior,Book,Fiction Novel,2192,4,Yes,No,neutral,practical,Low
3252,50,Female,Partner,Birthday,366,Fashion,Extrovert,Teen,Toy,Puzzle Game,314,4,No,Yes,very close,fun,High
3253,50,Female,Teacher,Valentine's Day,1813,Travel,Extrovert,Child,Book,Fiction Novel,1937,5,Yes,No,distant,practical,Low
3254,41,Female,Family,Anniversary,4246,Home Decor,Practical,Teen,Toy,Puzzle Game,4349,5,No,No,close,fun,Medium
3255,45,Male,Partner,Valentine's Day,4566,Music,Emotional,Senior,Accessory,Neck Chain,4777,3,Yes,Yes,very close,fun,High
3256,54,Female,Friend,Graduation,2493,Home Decor,Introvert,Teen,Handmade Craft,Handmade Greeting Card,2222,2,Yes,No,close,sentimental,High
3257,46,Female,Teacher,Birthday,1414,Gaming,Emotional,Senior,Accessory,Cap,1388,2,Yes,No,neutral,fun,Low
3258,47,Female,Teacher,Birthday,2399,Music,Creative,Child,Toy,Remote Car,2195,4,Yes,Yes,neutral,fun,High
3259,38,Male,Teacher,Farewell,4330,Home Decor,Creative,Teen,Home Decor,Aroma Diffuser,4041,2,Yes,No,neutral,luxury,High
3260,33,Female,Family,Farewell,1329,Travel,Introvert,Teen,Book,Self-help Book,1240,2,Yes,Yes,close,practical,High
3261,49,Female,Friend,Graduation,3063,Travel,Practical,Adult,Home Decor,Aroma Diffuser,2814,3,Yes,No,neutral,luxury,Medium
3262,50,Male,Family,Birthday,3717,Travel,Practical,Child,Handmade Craft,Handcrafted Candle,3872,2,No,No,very close,sentimental,High
3263,50,Female,Partner,Farewell,4567,Fitness,Emotional,Child,Grooming Set,Beard Grooming Kit,4274,2,No,Yes,very close,practical,High
3264,24,Male,Family,Valentine's Day,3901,Gaming,Creative,Child,Book,Self-help Book,3896,4,Yes,No,very close,practical,High
3265,39,Female,Friend,Anniversary,1007,Fashion,Creative,Adult,Grooming Set,Perfume Set,947,5,Yes,Yes,close,practical,Low
3266,55,Female,Friend,Festival,4602,Home Decor,Extrovert,Teen,Accessory,Cap,4488,2,Yes,Yes,close,fun,Low
3267,24,Female,Friend,Birthday,357,Home Decor,Extrovert,Teen,Accessory,Cap,648,3,Yes,Yes,neutral,fun,High
3268,48,Male,Partner,Anniversary,605,Tech,Introvert,Adult,Home Decor,Mini Indoor Plant,633,5,Yes,Yes,very close,luxury,High
3269,37,Female,Family,Valentine's Day,4607,Art,Creative,Child,Grooming Set,Skincare Kit,4820,5,No,Yes,very close,practical,High
3270,43,Female,Colleague,Farewell,709,Fitness,Extrovert,Teen,Book,Motivational Book,810,3,No,No,neutral,practical,Medium
3271,41,Male,Colleague,Graduation,2468,Books,Emotional,Teen,Home Decor,Aroma Diffuser,2181,2,Yes,Yes,distant,luxury,Low
